name,lat,lon
Commercial Rd Gowers Walk,51.5149,-0.06808
Baker St Marylebone Rd,51.5222,-0.15768
High Rd Ruckholt Rd,51.5584,-0.00707
Bath Rd Berkeley Avenue,51.4793,-0.40988
Finchley High Rd A406,51.6013,-0.17396
Blackfriars Rd St George,51.499,-0.10493
Commercial Rd Belgrave St,51.513,-0.04164
Caledonian R Copnhagen S,51.5369,-0.11649
High St Colliers Wd Cavendish Rd,51.4188,-0.17743
Kennington Lane Newington Butts,51.4914,-0.10283
Chepstow Rd Addiscombe Rd,51.375,-0.08142
Brixton Hill   Elm Park,51.4517,-0.12151
Hospital Bridge Rd,51.4422,-0.3654
Harrow Rd Westbourne Terrace,51.5198,-0.18509
Hackney Rd Camb Heath Rd,51.5326,-0.05702
A3 Clapham Rd Caldwell St,51.4777,-0.11667
City Road w of Bath St,51.5282,-0.09177
Catford One Way Rushey Green,51.4449,-0.02012
Angel Islington,51.5319,-0.10642
Battersea Rise Bolingbrooke Gr,51.4598,-0.17159
Kensington Hi St Warwick Rd,51.4967,-0.20537
Bromley Rd Oakridge Ln,51.425,-0.00454
Pooles Lane West,51.5312,0.13762
CHARLIE BROWNS ROUNDABOUT,51.5931,0.03633
Albert Emb Tinworth St,51.4902,-0.12259
Delamare Rd Broadway,51.5133,-0.3911
Ferry Lane,51.5119,0.18383
Hendon Way   Ridge Hill,51.5702,-0.20871
Kennington Pk Rd Braganza St,51.4868,-0.10738
Hanger Lane Uxbridge Rd,51.5117,-0.29219
Burdett Rd Ackroyd Drive,51.5181,-0.03008
Finchley Road Hendon Way,51.5593,-0.19686
Holloway Rd Sth Hargrave Rd,51.5646,-0.13214
A501 W of Mabledon Place,51.5283,-0.12807
Colchester Rd Gubbins Ln,51.598,0.23161
Bath Rd   Oxford Ave,51.4807,-0.42447
Brixton Rd Island Place,51.4783,-0.11223
Buck Palace Rd Eccleston Bridge,51.4941,-0.14655
Balham High Rd Ramsden Rd,51.4448,-0.15179
Blackfriars Rd Dolben St,51.5049,-0.10466
Haymarket Pall Mall,51.5078,-0.13134
Camberwell N Rd Camberwell Pas,51.4749,-0.09507
A406 Billet Upass E,51.6007,-0.01594
H.Stead Rd Cardington St,51.5294,-0.13854
Earls Crt Rd Earls Crt Station,51.4921,-0.19266
A40 Westway Paddington Grn,51.5202,-0.17351
Camden High St Kentish Town Rd,51.5391,-0.14265
Blackfriars Rd Stamford St,51.5072,-0.10443
A3220 Northern Roundabout,51.5154,-0.21693
Kennington Oval,51.483,-0.11601
A10 South of Farleigh Rd,51.5548,-0.07466
Limehouse Tnl Westferry Rd Entr,51.5077,-0.02766
Brighton Road,51.3324,-0.12398
A2 Riefield Road,51.4586,0.07559
A12 Lstone E 3860A,51.5685,0.00745
East India Dock Rd Leamouth Rd,51.5128,-0.00081
A12 Colville R 3732A,51.559,-0.00218
Herne Hill Norwood Rd,51.4522,-0.10134
Montfichet Rd Westfield Ave Car Park B,51.5411,-0.00528
London Rd Craignish Av,51.4085,-0.12186
Grt Central Way Drury Way,51.5547,-0.25591
Camberwell Rd Albany Rd,51.4824,-0.0946
Piccadilly Down St,51.5044,-0.1472
Mile End Rd Cephas Ave,51.5212,-0.04894
Old Street e of Vince St,51.5262,-0.08563
Goldhawk Rd HSmith Grove,51.5021,-0.22886
A23 Streatham H Rd Heathdene Rd,51.4163,-0.12528
Limehouse Tnl East Portal E B,51.5085,-0.0223
Piccadilly Whitehorse St,51.5054,-0.14559
A2 Westmount Road,51.4564,0.06041
A4 Cromwell Rd Queens Gate,51.4954,-0.17937
Great Chertsey Rd Hartington Rd,51.4746,-0.26731
Kings X Rd   Swinton St,51.5294,-0.11572
A205 Upper Rmond Rd Vine Rd,51.4651,-0.24949
Graham Rd Dalston Lane,51.5462,-0.06941
Gtreat Cambridge Rd   Church St,51.6301,-0.0782
A2 Eltham East E B,51.4562,0.05905
Barking Rd Chargable Lane,51.5217,0.02102
A21 North of Davenport Rd,51.4498,-0.01692
A4 Bath Rd The Avenue,51.48,-0.4118
A205 Kew Rd Kew Green,51.4853,-0.28752
A205 W of Brockley Rise,51.4423,-0.04327
A205 Dulwich Common College Rd,51.4417,-0.08474
A12 GGT E Appr 4063A,51.5765,0.03117
Finchley Rd Frognal Ct,51.5484,-0.18096
Battersea Brdg Rd Westbridge Rd,51.478,-0.1697
Wworth High St Wworth Plain,51.4573,-0.19502
A23 Old Lodge Lane,51.3318,-0.12475
Battersea Pk Rd Battersea Brg,51.4723,-0.16512
A2 New Cross Rd Nettleton Rd,51.4744,-0.04328
Charing Cross Rd Cranbourne St,51.5113,-0.1283
A12 GMT E Appr 3969L,51.5719,0.0199
A205 Poynders Rd Kings Ave,51.4479,-0.13252
A1 A504 Finchley Lane,51.591,-0.21176
A10 North of Waterson St,51.5289,-0.07774
A501 West of Judd Street,51.5291,-0.12666
Green Lanes- St Ann,51.5828,-0.09972
A41 Finchley Rd 115 Swiss Cottage,51.5428,-0.17519
East India Dock Rd Chrisp St,51.5112,-0.01399
A21 Bromley Rd Callander Rd,51.435,-0.0178
A40 Horn Ln Gypsy Crn,51.522,-0.26373
A406 Golf Range,51.6036,-0.02199
DURSLEY ROAD,51.4681,0.02913
A205 Mortlake Rd Bessant Drive,51.4787,-0.28138
Evelyn Street   Bestwood St,51.49,-0.04228
Fulham Rd Redcliffe Gardens,51.4842,-0.18431
Edgware Rd S of Upper Berkeley St,51.5148,-0.16237
Piccadilly Circus,51.5096,-0.13484
Queens Rd Pomeroy St Lausanne Rd,51.4732,-0.05147
Horseferry Rd Marsham St,51.4949,-0.12891
Commercial Rd Cannon St Rd,51.5147,-0.06163
Camberwell Ch St Camberwell Grn,51.4742,-0.09223
Exhibition Rd Cromwell Rd,51.4957,-0.17359
Elephant & Castle Walworth Road,51.4934,-0.1005
A2 Eltham West E B,51.4553,0.04847
Camden Rd N Of Camden Pk Rd,51.548,-0.1301
Eltham Rd Leyland Rd,51.4559,0.01302
Kenworthy Rd Brookfield Rd Wick Rd,51.5452,-0.03557
A13 Branch Road,51.5128,-0.0388
Balham Hill Hazelbourne Road,51.452,-0.14787
A3 West Hill Up Richmond Rd,51.4567,-0.2024
Commercial Rd New Rd,51.5148,-0.06229
A2 Black Prince,51.4482,0.15266
Park Lane South of Mount Street,51.5089,-0.15462
Edgeware Rd Madia Ave,51.5243,-0.17652
A3 Clapham Rd Crewdson Rd,51.4793,-0.11531
Bruce Grove,51.594,-0.06943
Harleyford St Ken Pk Rd,51.4823,-0.11264
Burdett Rd Pixley St,51.5143,-0.02834
A12 Eastern Av Whalebone Ln,51.5812,0.14109
A40   Near Connell Crescent,51.5287,-0.28747
A20 Sidcup Bypass Perry St,51.4183,0.09822
A40 Marbone Rd Old Marbone Rd,51.5207,-0.16483
Cromwell Rd Collingham Rd,51.4946,-0.18878
A217   Rose Hill R.bout,51.3847,-0.18932
Battersea Pk Rd Albert Bridge,51.4728,-0.16235
Grt Cambridge Rd Bullsmore Ln,51.6799,-0.05135
Finchley Rd Goldhurst Terrace,51.5463,-0.1792
Holloway Rd Nth Tollington Rd,51.5562,-0.11695
London Rd Arragon Rd,51.4496,-0.33026
Jamaica Rd W of Lower Rd,51.4991,-0.05633
Kland Rd Balls Pond Rd,51.5458,-0.07567
Lewisham Way Florence Road,51.4722,-0.03114
A23 Commerce Way,51.3743,-0.11875
A10 Stoke Newington Rd Millers Terrace,51.5512,-0.07501
A10   Downham Road,51.5391,-0.07662
A12 Eastern Ave Mawney Road,51.5814,0.16445
A102 Tunnel House S,51.4965,0.00205
A406 Hale End Rd W,51.6005,-0.00395
York Road opp Mepham St,51.5043,-0.11464
Gt Eastern St Holywell Ln,51.5241,-0.07984
A2 Eltham West W B,51.455,0.04955
Kensington High St Church St,51.502,-0.19082
A127 Squirrels Heath Drive,51.5869,0.22454
ROMFORD ROAD,51.5623,0.05681
Battersea Bridge Cheyne Wk,51.4821,-0.17321
A23 Streatham H Rd Streatham Cmn,51.4198,-0.128
Camberwell Ch St Grove Ln,51.4739,-0.09045
Movers Lane West,51.5292,0.08953
Finchley Road   West End Lane,51.5528,-0.18881
Oxford Circus,51.5154,-0.14204
Vauxhall Brd Rd Stanford St,51.4916,-0.1359
Uxbridge Rd Chapel Rd,51.5109,-0.31884
Oxford St Orchard St,51.514,-0.15409
Piccadilly St James St,51.5078,-0.14052
High St Colliers Wd Marlborough Rd,51.4205,-0.17578
Fulham Palace Rd(Coroners Crt),51.4901,-0.22326
Camberwell New Rd Lotian Rd,51.4772,-0.10062
Goresbrook West,51.5278,0.14206
Aspen Way Cotton Street,51.5072,-0.01003
Fulham BWay Wst of Harwood Rd,51.4802,-0.19601
Finchley Rd Sth of Rosemont Rd,51.5493,-0.18171
Deptford Broadway Deptford Ch St,51.4747,-0.02422
Balham High Rd Drakefield Rd,51.4372,-0.15762
A20 Lee High Rd Belmont Hill,51.4624,-0.0089
Woolwich Rd Charlton Church Lane,51.4878,0.0311
Brixton Rd Stockwell Pk,51.466,-0.11345
ASPEN WAY - UPPER BANK STREET,51.5071,-0.0162
A4200 Woburn Pl Russell Sq,51.5229,-0.12584
Vauxhall Cross,51.4864,-0.12372
Burdett Rd Dod St,51.5135,-0.02767
Clapton Common Lewstone Place,51.5729,-0.07074
Brixton Hill Morrish Rd,51.4462,-0.12421
A5 Edgware Rd Cuthbert St,51.5231,-0.17438
Harrow Rd Lord Hills Bridge,51.5196,-0.18874
Brighton Rd A23 Coulsdon Bypass,51.3169,-0.13864
High St Grosvenor Rd W Wickham,51.3769,-0.02043
Leamouth Road,51.5127,-0.00048
Fulham Palace Rd Lysia St,51.4818,-0.21805
Archway Rd   Causton Rd,51.5736,-0.14128
Baring Rd Le May Avenue,51.4322,0.02139
Camden Rd Hillmarton Rd,51.5533,-0.12327
A3 Clapham Rd A203 Sth Lambeth Rd,51.4719,-0.12318
A24 South of Trevelyan Rd,51.424,-0.17185
A23 Epsom Road,51.3668,-0.11831
Old Kent Rd Albany Rd,51.4881,-0.07669
Kennington Ln Chester Way,51.4899,-0.10798
A2 New Cross Rd Florence Rd,51.4754,-0.02898
Clapham Common Northside,51.4612,-0.16006
Kensington Rd Exhibition Rd,51.5017,-0.17483
Park Lane Park St,51.3736,-0.09692
EIDT East Portal Pole,51.5134,0.00141
Marylebone Rd Great Portland Street,51.5239,-0.1445
Battersea Rise Northcote Rd,51.4607,-0.16652
Barking Rd   W of Bartle Ave,51.5325,0.05063
Acre Lane Coldharbour Lane,51.4614,-0.11563
East India Dock Rd Amoy Pl,51.5117,-0.02756
Chiswick Roundabout (Northside),51.4918,-0.28207
Beckton East,51.5271,0.07776
Hendon Way Queens Road,51.5826,-0.22677
Addiscombe Rd Cherry Orchard Rd,51.3753,-0.09123
Clapham Common Southside,51.4541,-0.14608
London Rd Wharfedale Gardens,51.4014,-0.11851
Limehouse Tunnel The Highway,51.5107,-0.04053
Kew Rd Mortlake Rd,51.4828,-0.28694
Kings X Rd   Wharton St,51.5276,-0.11548
Caledonian R Caledonia S,51.5318,-0.12093
Albert Bridge Rd,51.4813,-0.1663
Crayford Rd Crayford Way,51.4516,0.17875
London Rd   Staines Av,51.3768,-0.22177
Mile End Rd Cleveland Way,51.5205,-0.05217
Charing Cross Rd   Cambridge Circus,51.5131,-0.12914
Holloway Rd Sth Fieldway Cres,51.5492,-0.10762
A23 south of Thornton Ave,51.387,-0.12104
A20 Lee High Rd Belmont Park,51.4598,-0.00401
A20 Lee High Rd Marischal Rd,51.4613,-0.0059
Lodge Avenue,51.533,0.10988
Marcilly Rd Elsynge Rd,51.4588,-0.17952
Hanger Lane Queens Parade,51.5169,-0.2912
Balls Pond Rd Henshall St,51.5465,-0.08591
Bow Rd Flyover,51.5296,-0.0142
Poplar Walk Wellesley Rd,51.3785,-0.10001
Marsh Way West,51.5199,0.16853
Old Street Gt Eastern St,51.5265,-0.08414
Lower Thames St London Bridge,51.5095,-0.08688
Balham Hill Yukon Rd,51.4491,-0.1479
A102 Woolwich Rd (N),51.4886,0.01447
Balham High Rd Upper Tting Pk,51.4389,-0.15648
Finchley Road Canfield Place,51.5455,-0.17752
Movers Lane East,51.5314,0.09954
Blackheath Rd Wickes Store,51.473,-0.01659
Lea Valley Cabinet Way,51.6103,-0.03041
Balham High Rd Caistor Rd,51.4468,-0.14943
Rotherhithe Tunnel Barrier N,51.5123,-0.03911
A13 East India Dock Cotton St,51.5115,-0.00971
Gnor Gdns Buckingham Palace Rd,51.497,-0.14555
Grt Cambridge Rd Bury St,51.6341,-0.06968
A40 Western Ave Long Lane,51.5544,-0.44771
Bayswater Rd Lancaster Terrace,51.5116,-0.17596
Limehouse Tunnel Butcher Row,51.5106,-0.04182
Kenington Pk Rd Kennington Oval,51.4824,-0.11208
Lordship Ln Dulwich Cmn,51.4434,-0.06749
Loampit Vale Thurston Rd,51.4645,-0.01522
A4 Bath Rd Henlys Rabout,51.4751,-0.39441
Lwr Clapton Powerscroft,51.5526,-0.05272
Mile End Rd Globe Rd,51.5218,-0.04605
A23 Stafford Road,51.3648,-0.11848
A4 Cromwell Rd Gloucester Rd,51.4951,-0.18254
Albert Emb Glasshouse Wk,51.4889,-0.12294
A406 Bowes Rd Green Lanes,51.6124,-0.10987
A12 Eastern Av Beehive Lane,51.5764,0.06064
A406 Billet Upass W,51.601,-0.01695
Camberwell Ch St Vicarage Grve,51.4734,-0.08757
A3 Kingston Bypass College Gds,51.3957,-0.24955
Manor Rd New Plaistow Rd,51.5352,0.00881
A23 Streatham H Rd Mnt Ephrian Rd,51.4363,-0.12771
A23 Purley Cross A23 Foxley Lane,51.3398,-0.11739
Brompton Rd Beaufort Grns,51.4983,-0.16584
Goodmans Yard  Mansell Street,51.5112,-0.07301
Grosvenor Chapel St,51.5005,-0.14971
Holloway Rd Nth Furlong Rd,51.5477,-0.106
Kidbrooke Park Rd,51.4613,0.02625
A1 Barnet Wy A41 Edgware Wy,51.6218,-0.25478
A21 Rushey Grn Ringstead Rd,51.4469,-0.01896
A406 A118 Mill House,51.5571,0.06588
Bethnal Gr Rd Satchwell Rd,51.5259,-0.06906
Euston Rd Tottenham Court Rd,51.5249,-0.13841
Rocks Lane,51.4653,-0.24389
Marylebone Rd York Gate,51.523,-0.15271
A406 A10 U Pass East,51.6159,-0.08272
Denmark Hill Champion Pk,51.4671,-0.09088
Camden High St Symes Mews,51.5352,-0.13897
A501 W of Park Sq East,51.524,-0.14568
A406 A10 U Pass West,51.6165,-0.09136
H.Stead Rd Mornington Cr,51.5343,-0.13926
Homerton High St Digby Road,51.5482,-0.04448
City Rd Shepherdess Walk,51.5285,-0.09239
Christchurch Rd Colliers Wood,51.4173,-0.17788
C Browns E B Off-Slip,51.5966,0.027
A41 Finchley Rd Boundary Rd W,51.5397,-0.17592
Romford Rd  Rabbits Rd,51.5528,0.05376
Rotherhithe Tunnel Barrier S,51.4992,-0.05514
Kennington Pk Rd Kennington Rd,51.485,-0.1092
Clapham High St Venn St,51.4623,-0.13729
Peckham Hg St wof Clayton Rd,51.4739,-0.0665
Kingsland Rd Balls Pond Rd,51.5463,-0.07566
Holloway Rd Tufnell Pk Rd,51.5584,-0.12005
Lewisham High St Courthill Rd,51.4574,-0.01332
A312 Parkway M4 J3,51.4929,-0.4103
Mile End Rd Harford St,51.5229,-0.04004
A40 Wales Farm Rd,51.5196,-0.26273
Fore St East Ramp,51.6143,-0.06135
A20 Sidcup Rd County Gate,51.432,0.07636
Peckham High St Rye Lane,51.4733,-0.0701
A23 Streatham H Rd Colmer Rd,51.4145,-0.12426
Jamaica Rd E of Abbey St,51.4985,-0.06964
Camden High St Mary Tce,51.5367,-0.14074
East Hill East Of Fairfield St,51.4568,-0.18923
A3 East Of Garratt Lane,51.4567,-0.19224
Pettman Crescent Western Way,51.4926,0.08607
City Road Old Street,51.5262,-0.08771
A4 Great W Rd Macbeth St,51.4909,-0.23286
A41 Sth of Fortune Grn Rd,51.5571,-0.19561
Finchley Rd Sth of Hillgrove Rd,51.5414,-0.17552
Eastbourne Te Bishops Bridge Rd,51.5179,-0.18026
A406 North Circular Rd Telford Rd Bounds Green Rd,51.6112,-0.13544
Marble Arch,51.5133,-0.16018
Barking Rd Prince Regent Lane,51.5259,0.02915
A20 Sidcup Rd Coyler Close,51.4351,0.06308
A40   Target Roundabout,51.5425,-0.37712
Lr Clapton Rd Thislewaite Rd,51.557,-0.05594
Kennington Ln Vauxhall St,51.4868,-0.11677
A406 Great North Way,51.5886,-0.20659
Harrow Rd Grt Western Rd,51.5243,-0.20166
EIDT East Ramp,51.5141,0.00238
Eltham Rd Sidcup Rd,51.4532,0.02756
Chelsea Embankment Royal Hosp Rd,51.4838,-0.16356
Albert Emb Lambeth Brdge,51.4937,-0.1214
A3 Tibett Crn Withycombe Rd,51.4486,-0.22172
Lower Rd Rotherhithe Old Rd,51.4937,-0.04832
A21 Bromley Rd Bellingham Rd,51.4335,-0.0178
Baylis Rd Westminster Bridge Rd,51.4987,-0.11242
Mare St Graham Rd,51.5466,-0.055
Brixton Hill  Lambert Rd,51.4553,-0.1194
Kentish Way N of Masons Hill,51.3989,0.02036
Burdett Rd Mile End Rd,51.5246,-0.03482
Commercial Rd Albert Gardens,51.5133,-0.04692
Cromwell Rd Earls Court Rd,51.4946,-0.1957
Craven Rd Eastborne Terrace,51.5152,-0.17638
Fore St West Ramp,51.6146,-0.0733
A10 Grt Cambridge Rd A110 S bury Rd,51.6496,-0.06039
Castle Green,51.5317,0.12444
East Road Vestry Street,51.5297,-0.08708
A12 East Cross Route Benn St,51.5458,-0.03353
A13 Alfreds Way Movers Ln,51.5303,0.09318
A4 Great W Rd Syon Ln,51.4833,-0.32614
High St Sherwood Way W Wickham,51.3762,-0.01769
A4 Great West Rd A3063 Sutton Ln,51.4781,-0.37244
Leyton Rd Montfichet Rd Penny Brookes St,51.5466,-0.00091
Maida Vale St Johns Wood Rd,51.5258,-0.1783
Finchley Rd Alvanley Grdns,51.5525,-0.18751
A205   Catford Hill,51.4432,-0.02857
Camden Rd St Pancras Way,51.5427,-0.13744
Falloden Way Northway Hill Rise,51.5858,-0.18285
Edgware Way   Broadfields Ave,51.6216,-0.27384
A102 Brunswick Rd,51.5133,-0.00809
Mile End Rd Cambridge Heath Rd,51.5199,-0.05565
Nine Elms,51.4843,-0.12684
Priory Rd Christchurch Rd,51.4167,-0.17875
Hyde Park Corner,51.5021,-0.15238
Grays Inn Rd   Acton St,51.5282,-0.11917
Archway Gyr Holloway Rd Jnc Rd,51.5656,-0.1345
Battersea Pk Rd Prince of Wales Dr,51.4779,-0.14518
Romford Rd   Green St,51.547,0.0318
Montfichet Rd Hitchcock Lane Car Park C,51.5446,-0.00354
Mortimer St Gt Portland St,51.5176,-0.14152
Pembroke Rd Cromwell Crescent,51.4948,-0.19948
Farnborough Common Croydon Rd,51.3662,0.05311
Denmark Hill Love Walk,51.4712,-0.09306
Ealing Rd Bridgewater Rd,51.5396,-0.3004
A312 Hampton Rd York Way,51.4374,-0.38065
A406 WATERWORKS RDB,51.5952,0.01072
Kingsway High Holborn,51.5177,-0.12056
A40(M) Paddington Slip,51.5204,-0.19227
A41 Hendon Way Cricklewood Lane,51.5613,-0.20345
London Road Raymead Avenue,51.394,-0.11425
Heath Rd King St Parade,51.4456,-0.33001
A3 Kingston Bypass South Lane,51.3923,-0.26182
ASPEN WAY - BLACKWALL WAY,51.5084,-0.00388
Lower Clapton Rd Rowhill Rd,51.5541,-0.05403
Neasden Ln North A406,51.5606,-0.25377
Limehouse Tnl Aspen Way,51.5082,-0.02122
A205 Verdant Lane,51.4452,0.00467
A3 Clapham Rd Stockwell Rd Landsdowne Way,51.475,-0.11953
Burdett Rd Eric St,51.5208,-0.03276
A21 North of Lewisham Pk,51.4528,-0.01641
Old Kent Rd Humphrey St,51.4883,-0.07645
Goresbrook East,51.5243,0.15119
Chelsea Embankment Albert Brdg,51.4837,-0.16732
Leman St   Prescot St,51.512,-0.06927
Airport Way Stanwellmore Rd,51.463,-0.49324
A23 Brixton Hill Effra Rd,51.4606,-0.11628
A232   Sutton Court Road,51.3608,-0.18941
A205 Westhorne Av Sidcup Rd,51.4501,0.02974
A23 Streatham H Rd Hopton Rd,51.4257,-0.13105
A4 Chiswick Roundabout,51.4912,-0.2829
Chelsea Bridge Chelsea Embankment,51.4858,-0.14971
A406 Neasden Lane,51.5597,-0.2538
M11 A406 N Bnd 109A,51.5845,0.0397
A312   White Hart R.bout,51.537,-0.38929
Brompton Rd,51.5008,-0.16227
Kew Bridge Northside,51.4891,-0.28766
Kew Rd Twickemham Rd,51.4647,-0.30039
Kingsland Rd Hackney Rd,51.5274,-0.07797
A12 Temple Mls 3672B,51.5549,-0.00785
A205 Brownhill Rd Plassey Rd,51.4459,-0.01723
A406 Angel Road East,51.6114,-0.04729
Scrubs Lane Harrow Rd,51.532,-0.23728
A406 NCR Grt Central Way,51.5527,-0.25521
A501 E of Gloucester Pl,51.5217,-0.15924
Limehouse Tnl HH Westferry Rd Exit,51.5079,-0.02752
Old Kent Rd Glengall Rd,51.4861,-0.07211
Hanger Lane,51.5317,-0.29256
A406 A1 Falloden Way,51.5896,-0.19648
A205 Christchurch Rd Norwood Rd,51.4401,-0.10643
A2 Blackheath Hill Plumbridge St,51.4728,-0.01474
A30 Hatton Cross,51.4666,-0.42189
Hammersmith Bridge Rd,51.4913,-0.22749
Holland Rd Addison Crescent,51.4998,-0.21009
Edgware Road   Praed Street,51.5193,-0.16915
New Kent Rd   Balfour St,51.4941,-0.09159
Eastern Ave   Gallows Corner,51.5934,0.21576
Major Rd Crownfield Rd,51.551,-0.00402
Scotch Corner,51.5019,-0.16028
Noel Road,51.5203,0.04645
Curtain Rd   Old Street,51.527,-0.08051
A40 Hanger Lane Tunnel,51.5302,-0.29492
Park Rd   Gloucester Pl,51.5258,-0.16145
Peckham Rd Kelly Ave Lyndhrst Wy,51.474,-0.07443
A12 Langthorne 3713A,51.5579,-0.00433
Edgware Rd Seymour St,51.5141,-0.16133
Lwr Mortlake Rd Manor Circus,51.4677,-0.28769
Portman Square Orchard St,51.5154,-0.15462
High St Station way The Cheam,51.3577,-0.21576
Battersea Rise Lavender Sweep,51.4609,-0.16331
Molesworth St Riversdale shops,51.4618,-0.01334
Blackwall Nth Portal,51.5103,-0.00684
Elephant & Castle New Kent Rd,51.495,-0.1003
Buckingham Palace Rd Eaton Lane,51.4972,-0.14465
MONUMENT WAY PARK VIEW ROAD,51.5896,-0.0643
Marsh Way,51.5205,0.16846
Holloway Rd Nth Rupert Rd,51.5628,-0.12724
Parkway Cranford High St,51.4838,-0.40773
Euston Rd Conway St,51.5243,-0.14038
A5 Edgware Rd Broadley St,51.5213,-0.17168
Romford Rd   Sprowston Rd,51.5464,0.0238
Lewisham High St Rennell St,51.4638,-0.01076
Christchurch Rd Streatham Hill,51.4451,-0.1242
Old Kent Rd St James Rd,51.4839,-0.06641
Lee High Rd Old Rd,51.4586,0.00287
NEWHAM WAY - FORTY ACRE LANE,51.5158,0.01067
A3220 West Cross Route,51.5115,-0.21993
A30 Great Sth W Rd The Parkway,51.4725,-0.40497
A3 Clapham Rd Stockwell Park Rd,51.4745,-0.12036
A12 Blackwall Tunnel Nthern App Gillender St,51.5212,-0.01031
A312 south of Rosslyn Av,51.4562,-0.40935
Lwr Lea Crossing Blackwall Way,51.5101,0.00205